,movieId,title,genres,class
7946,91414,Arthur Christmas (2011),Animation|Children|Comedy|Drama,Средний рейтинг
7947,91470,Violet & Daisy (2011),Action|Drama,Низкий рейтинг
7948,91483,Bullet to the Head (2012),Action|Crime|Film-Noir,Низкий рейтинг
7949,91485,"Expendables 2, The (2012)",Action|Adventure,Средний рейтинг
7950,91488,"Snowman, The (1982)",Animation|Children|Musical,Средний рейтинг
7951,91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,Средний рейтинг
7952,91505,Clone (Womb) (2010),Drama|Romance|Sci-Fi,Низкий рейтинг
7953,91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,Средний рейтинг
7954,91535,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,Средний рейтинг
7955,91542,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,Средний рейтинг
7956,91548,Life in a Day (2011),Documentary|Drama,Средний рейтинг
7957,91582,Stagecoach (1966),Western,Средний рейтинг
7958,91610,Toronto Stories (2008),Drama,Низкий рейтинг
7959,91622,Young Adult (2011),Comedy|Drama,Средний рейтинг
7960,91628,New Year's Eve (2011),Comedy|Romance,Низкий рейтинг
7961,91630,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX,Средний рейтинг
7962,91653,We Bought a Zoo (2011),Comedy|Drama,Средний рейтинг
7963,91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,Средний рейтинг
7964,91660,"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller,Низкий рейтинг
7965,91673,Albert Nobbs (2011),Drama,Высокий рейтинг
7966,91688,Salvation Boulevard (2011),Comedy|Thriller,Низкий рейтинг
7967,91690,Friends with Kids (2011),Comedy,Высокий рейтинг
7968,91842,Contraband (2012),Action|Crime|Drama|Thriller,Средний рейтинг
7969,91869,Being Elmo: A Puppeteer's Journey (2011),Documentary,Средний рейтинг
7970,91873,Joyful Noise (2012),Comedy|Musical,Низкий рейтинг
7971,91886,Dolphin Tale (2011),Children|Drama,Средний рейтинг
7972,91890,"Iron Lady, The (2011)",Drama,Средний рейтинг
7973,91935,Albatross (2011),Drama,Средний рейтинг
7974,91947,"Revenant, The (2009)",Comedy|Horror,Средний рейтинг
7975,91974,Underworld: Awakening (2012),Action|Fantasy|Horror|IMAX,Средний рейтинг
7976,91976,"Grey, The (2012)",Action|Drama,Низкий рейтинг
7977,91978,Man on a Ledge (2012),Crime|Thriller,Высокий рейтинг
7978,92004,Chill Out! (Descongélate!) (2003),Comedy|Drama,Средний рейтинг
7979,92008,Haywire (2011),Action|Thriller,Средний рейтинг
7980,92048,"Whistleblower, The (2010)",Drama|Thriller,Средний рейтинг
7981,92058,"Human Centipede II (Full Sequence), The (2011)",Horror,Низкий рейтинг
7982,92163,Fados (2007),Documentary|Musical,Средний рейтинг
7983,92198,Seeking Justice (2011),Action|Drama|Thriller,Низкий рейтинг
7984,92206,Hostel: Part III (2011) ,Horror|Thriller,Низкий рейтинг
7985,92210,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",Adventure|Animation|Drama|Mystery|Sci-Fi,Высокий рейтинг
7986,92234,Red Tails (2012),Action|Adventure|Drama|War,Средний рейтинг
7987,92259,Intouchables (2011),Comedy|Drama,Высокий рейтинг
7988,92264,One for the Money (2012),Action|Comedy|Crime,Низкий рейтинг
7989,92309,"Innkeepers, The (2011)",Horror|Thriller,Средний рейтинг
7990,92420,Chronicle (2012),Action|Sci-Fi|Thriller,Средний рейтинг
7991,92424,Dottie Gets Spanked (1993),Drama,Средний рейтинг
7992,92439,"Art of Getting By, The (2011)",Drama|Romance,Низкий рейтинг
7993,92494,Dylan Moran: Monster (2004),Comedy|Documentary,Высокий рейтинг
7994,92496,"Dylan Moran: Like, Totally (2006)",Comedy,Средний рейтинг
7995,92498,Dylan Moran Live: What It Is (2009),Comedy,Средний рейтинг
7996,92507,Safe House (2012),Action|Crime|Mystery|Thriller,Средний рейтинг
7997,92509,"Vow, The (2012)",Drama|Romance,Средний рейтинг
7998,92535,Louis C.K.: Live at the Beacon Theater (2011),Comedy,Высокий рейтинг
7999,92613,Holding Trevor (2007),Drama|Romance,Средний рейтинг
8000,92665,"For a Good Time, Call... (2012)",Comedy|Drama|Romance,Средний рейтинг
8001,92681,Journey 2: The Mysterious Island (2012),Action|Adventure|Comedy|Sci-Fi|IMAX,Средний рейтинг
8002,92694,Perfect Sense (2011),Drama|Romance|Sci-Fi,Средний рейтинг
8003,92751,Kokowääh (2011),Comedy,Средний рейтинг
8004,92756,Hearts of the West (1975),Comedy|Western,Средний рейтинг
8005,92938,Ghost Rider: Spirit of Vengeance (2012),Action|Fantasy|Thriller,Низкий рейтинг
8006,92954,Prayers for Bobby (2009),Drama,Средний рейтинг
8007,92966,Love Wrecked (2005),Comedy|Romance,Средний рейтинг
8008,93040,"Civil War, The (1990)",Documentary|War,Высокий рейтинг
8009,93061,October Baby (2011),Drama,Высокий рейтинг
8010,93242,Gone (2012),Drama|Thriller,Низкий рейтинг
8011,93265,Courageous (2011),Drama,Высокий рейтинг
8012,93270,Project X (2012),Comedy,Низкий рейтинг
8013,93272,Dr. Seuss' The Lorax (2012),Animation|Fantasy|Musical|IMAX,Низкий рейтинг
8014,93287,"Big Year, The (2011)",Comedy,Средний рейтинг
8015,93320,Trailer Park Boys (1999),Comedy|Crime,Высокий рейтинг
8016,93324,Undefeated (2011),Documentary,Высокий рейтинг
8017,93326,This Means War (2012),Action|Comedy|Romance,Средний рейтинг
8018,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,Средний рейтинг
8019,93422,Starbuck (2011),Comedy,Средний рейтинг
8020,93432,Forks Over Knives (2011),Documentary,Средний рейтинг
8021,93443,Goon (2011),Comedy|Drama,Высокий рейтинг
8022,93498,Game Change (2012),Drama,Средний рейтинг
8023,93510,21 Jump Street (2012),Action|Comedy|Crime,Средний рейтинг
8024,93512,"Jeff, Who Lives at Home (2012)",Comedy|Drama,Средний рейтинг
8025,93563,Lockout (2012),Action|Sci-Fi|Thriller,Низкий рейтинг
8026,93693,Casa de mi Padre (2012),Comedy,Средний рейтинг
8027,93700,Corman's World: Exploits of a Hollywood Rebel (2011),Documentary,Средний рейтинг
8028,93721,Jiro Dreams of Sushi (2011),Documentary,Средний рейтинг
8029,93766,Wrath of the Titans (2012),Action|Adventure|Fantasy|IMAX,Низкий рейтинг
8030,93805,Iron Sky (2012),Action|Comedy|Sci-Fi,Средний рейтинг
8031,93831,American Reunion (American Pie 4) (2012),Comedy,Средний рейтинг
8032,93838,The Raid: Redemption (2011),Action|Crime,Высокий рейтинг
8033,93840,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller,Средний рейтинг
8034,93855,God Bless America (2011),Comedy|Drama,Высокий рейтинг
8035,93980,"Three Stooges, The (2012)",Comedy,Низкий рейтинг
8036,93982,"Raven, The (2012)",Mystery|Thriller,Низкий рейтинг
8037,94011,"Big Bang, The (2011)",Action|Thriller,Низкий рейтинг
8038,94015,Mirror Mirror (2012),Adventure|Comedy|Fantasy,Средний рейтинг
8039,94018,Battleship (2012),Action|Sci-Fi|Thriller|IMAX,Средний рейтинг
8040,94024,Louis Theroux: The Most Hated Family in America in Crisis (2011),Documentary,Высокий рейтинг
8041,94070,"Best Exotic Marigold Hotel, The (2011)",Comedy|Drama,Средний рейтинг
8042,94266,"Five-Year Engagement, The (2012)",Comedy|Romance,Средний рейтинг
8043,94323,Think Like a Man (2012),Comedy,Средний рейтинг
8044,94325,"Lucky One, The (2012)",Drama,Средний рейтинг
8045,94466,Black Mirror (2011),Drama|Sci-Fi,Средний рейтинг
8046,94478,Dark Shadows (2012),Comedy|Horror|IMAX,Средний рейтинг
8047,94480,The Scorpion King: Rise of a Warrior (2008),Action|Adventure|Fantasy,Низкий рейтинг
8048,94494,96 Minutes (2011) ,Drama|Thriller,Средний рейтинг
8049,94672,Across the Line: The Exodus of Charlie Wright (2010),Crime|Drama,Низкий рейтинг
8050,94677,"Dictator, The (2012)",Comedy,Средний рейтинг
8051,94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX,Средний рейтинг
8052,94780,Snow White and the Huntsman (2012),Action|Adventure|Drama,Низкий рейтинг
8053,94799,Sound of My Voice (2011),Drama|Mystery|Sci-Fi,Средний рейтинг
8054,94833,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy,Средний рейтинг
8055,94864,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,Средний рейтинг
8056,94896,Bernie (2011),Comedy|Crime|Drama,Средний рейтинг
8057,94919,Inhale (2010),Drama|Thriller,Средний рейтинг
8058,94931,Take This Waltz (2011),Drama|Romance,Высокий рейтинг
8059,94939,Sound of Noise (2010),Comedy|Crime|Musical,Высокий рейтинг
8060,94953,Wanderlust (2012),Comedy,Низкий рейтинг
8061,94959,Moonrise Kingdom (2012),Comedy|Drama|Romance,Средний рейтинг
8062,94969,Kahaani (2012),Crime|Drama|Thriller,Рейтинг отсутствует
8063,95067,"Thousand Words, A (2012)",Comedy|Drama,Средний рейтинг
8064,95088,Safety Not Guaranteed (2012),Comedy|Drama,Высокий рейтинг
8065,95105,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX,Низкий рейтинг
8066,95113,Eaux d'artifice (1953),Fantasy,Высокий рейтинг
8067,95115,Inauguration of the Pleasure Dome (1954),Fantasy,Высокий рейтинг
8068,95135,Your Sister's Sister (2011),Comedy|Drama,Средний рейтинг
8069,95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),Action|Adventure|Animation|Children,Средний рейтинг
8070,95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),Action|Adventure|Animation|Sci-Fi|Thriller,Средний рейтинг
8071,95167,Brave (2012),Action|Adventure|Animation|Children,Средний рейтинг
8072,95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),Action|Adventure|Animation|Sci-Fi,Средний рейтинг
8073,95199,What to Expect When You're Expecting (2012),Comedy|Drama|Romance,Средний рейтинг
8074,95201,To Rome with Love (2012),Comedy,Средний рейтинг
8075,95207,Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller,Низкий рейтинг
8076,95307,Rock of Ages (2012),Comedy|Drama|Musical|IMAX,Средний рейтинг
8077,95309,Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance,Средний рейтинг
8078,95311,Presto (2008),Animation|Children|Comedy|Fantasy,Средний рейтинг
8079,95313,Jack-Jack Attack (2005),Adventure|Animation|Children|Comedy,Высокий рейтинг
8080,95375,Boundin' (2003),Animation|Children,Средний рейтинг
8081,95377,One Man Band (2005),Animation|Comedy|Musical,Высокий рейтинг
8082,95441,Ted (2012),Comedy|Fantasy,Средний рейтинг
8083,95443,"Giant Mechanical Man, The (2012)",Comedy|Drama|Romance,Низкий рейтинг
8084,95449,Magic Mike (2012),Drama|Romance,Средний рейтинг
8085,95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action|Adventure|Animation,Средний рейтинг
8086,95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action|Adventure|Animation,Высокий рейтинг
8087,95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation,Высокий рейтинг
8088,95508,Cleanskin (2012),Crime|Drama|Thriller,Средний рейтинг
8089,95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,Средний рейтинг
8090,95543,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy,Средний рейтинг
8091,95558,Beasts of the Southern Wild (2012),Drama|Fantasy,Средний рейтинг
8092,95567,People Like Us (2012),Drama,Высокий рейтинг
8093,95583,Savages (2012),Crime|Drama|Thriller,Средний рейтинг
8094,95654,Geri's Game (1997),Animation|Children,Средний рейтинг
8095,95720,"Watch, The (2012)",Comedy|Sci-Fi,Средний рейтинг
8096,95740,"Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure (1997)",Children|Musical|Mystery,Низкий рейтинг
8097,95744,2 Days in New York (2012),Comedy,Средний рейтинг
8098,95752,Terminal USA (1993),Comedy,Высокий рейтинг
8099,95761,Killer Joe (2011),Crime|Thriller,Средний рейтинг
8100,95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Action|Adventure|Animation,Средний рейтинг
8101,95782,Dragon Ball Z: Fusion Reborn (Doragon bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta) (1995),Action|Adventure|Animation,Средний рейтинг
8102,95858,For the Birds (2000),Animation|Children|Comedy,Высокий рейтинг
8103,95873,Ruby Sparks (2012),Comedy|Fantasy|Romance,Средний рейтинг
8104,95875,Total Recall (2012),Action|Sci-Fi|Thriller,Средний рейтинг
8105,95949,"Immature, The (Immaturi) (2011)",Comedy,Средний рейтинг
8106,95963,Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru) (1995),Action|Adventure|Animation,Средний рейтинг
8107,95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action|Adventure|Animation,Высокий рейтинг
8108,96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation,Средний рейтинг
8109,96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Action|Adventure|Animation,Средний рейтинг
8110,96020,Sidewalls (Medianeras) (2011),Drama,Средний рейтинг
8111,96075,Bleak House (2005),Drama,Высокий рейтинг
8112,96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,Средний рейтинг
8113,96110,"Campaign, The (2012)",Comedy,Средний рейтинг
8114,96114,Brake (2012),Crime|Thriller,Низкий рейтинг
8115,96150,"Queen of Versailles, The (2012)",Documentary,Низкий рейтинг
8116,96281,ParaNorman (2012),Adventure|Animation|Comedy,Средний рейтинг
8117,96314,Celeste and Jesse Forever (Celeste & Jesse Forever) (2012),Comedy|Drama|Romance,Средний рейтинг
8118,96373,Broken (2012),Drama,Средний рейтинг
8119,96417,Premium Rush (2012),Action|Thriller,Средний рейтинг
8120,96432,Lawless (2012),Crime|Drama,Средний рейтинг
8121,96448,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror,Средний рейтинг
8122,96467,Sleepwalk with Me (2012),Comedy|Drama,Высокий рейтинг
8123,96488,Searching for Sugar Man (2012),Documentary,Средний рейтинг
8124,96490,"Possession, The (2012)",Horror|Thriller,Низкий рейтинг
8125,96530,Conception (2011),Comedy|Romance,Средний рейтинг
8126,96563,Paradise Lost 3: Purgatory (2011),Documentary,Средний рейтинг
8127,96565,Bachelorette (2012),Comedy,Низкий рейтинг
8128,96588,Pitch Perfect (2012),Comedy|Musical,Средний рейтинг
8129,96590,"Cold Light of Day, The (2012)",Action|Thriller,Средний рейтинг
8130,96606,Samsara (2011),Documentary,Средний рейтинг
8131,96610,Looper (2012),Action|Crime|Sci-Fi,Средний рейтинг
8132,96616,That's My Boy (2012),Comedy,Средний рейтинг
8133,96634,Apartment 143 (2011),Horror|Thriller,Низкий рейтинг
8134,96655,Robot & Frank (2012),Comedy|Drama|Sci-Fi,Высокий рейтинг
8135,96667,Ai Weiwei: Never Sorry (2012),Documentary,Средний рейтинг
8136,96691,Resident Evil: Retribution (2012),Action|Horror|Sci-Fi|IMAX,Низкий рейтинг
8137,96726,Lola Versus (2012),Comedy|Romance,Низкий рейтинг
8138,96728,"Master, The (2012)",Drama,Средний рейтинг
8139,96737,Dredd (2012),Action|Sci-Fi,Средний рейтинг
8140,96792,Kismet (1955),Adventure|Comedy|Fantasy|Musical|Romance,Средний рейтинг
8141,96811,End of Watch (2012),Crime|Drama|Thriller,Средний рейтинг
8142,96815,V/H/S (2012),Horror|Thriller,Средний рейтинг
8143,96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance,Средний рейтинг
8144,96829,"Hunt, The (Jagten) (2012)",Drama,Высокий рейтинг
8145,96832,Holy Motors (2012),Drama|Fantasy|Musical|Mystery|Sci-Fi,Высокий рейтинг
8146,96849,Sparkle (2012),Drama|Musical,Средний рейтинг
8147,96861,Taken 2 (2012),Action|Crime|Drama|Thriller,Средний рейтинг
8148,96863,"Paperboy, The (2012)",Thriller,Низкий рейтинг
8149,96901,"Making of a Legend: Gone with the Wind, The (1988)",Documentary,Средний рейтинг
8150,96911,"Royal Affair, A (Kongelig affære, En) (2012)",Drama|Romance,Высокий рейтинг
8151,97057,Kon-Tiki (2012),Adventure|Documentary|Drama,Высокий рейтинг
8152,97168,Marley (2012),Documentary,Средний рейтинг
8153,97188,Sinister (2012),Horror|Thriller,Средний рейтинг
8154,97225,Hotel Transylvania (2012),Animation|Children|Comedy,Средний рейтинг
8155,97230,Side by Side (2012),Documentary,Высокий рейтинг
8156,97254,Shakespeare-Wallah (1965),Drama,Средний рейтинг
8157,97304,Argo (2012),Drama|Thriller,Средний рейтинг
8158,97306,Seven Psychopaths (2012),Comedy|Crime,Средний рейтинг
8159,97328,Liberal Arts (2012),Comedy|Drama,Средний рейтинг
8160,97393,"House I Live In, The (2012)",Documentary,Средний рейтинг
8161,97395,West of Memphis (2012),Documentary,Средний рейтинг
8162,97470,Catch .44 (2011),Action|Drama|Thriller,Низкий рейтинг
8163,97593,Tony (2009),Drama|Horror|Thriller,Средний рейтинг
8164,97639,How to Survive a Plague (2012),Documentary,Средний рейтинг
8165,97673,56 Up (2012),Documentary,Высокий рейтинг
8166,97742,Alex Cross (2012),Action|Crime|Mystery|Thriller,Низкий рейтинг
8167,97744,"Ambassador, The (Ambassadøren) (2011)",Documentary,Высокий рейтинг
8168,97752,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,Средний рейтинг
8169,97757,'Hellboy': The Seeds of Creation (2004),Action|Adventure|Comedy|Documentary|Fantasy,Низкий рейтинг
8170,97817,Pumping Iron II: The Women (1985),Documentary,Средний рейтинг
8171,97826,"Patience Stone, The (2012)",Drama|War,Высокий рейтинг
8172,97836,Here Comes the Boom (2012),Action|Comedy,Низкий рейтинг
8173,97858,Mental (2012),Comedy|Drama,Низкий рейтинг
8174,97860,Killing Them Softly (2012),Crime|Drama|Thriller,Средний рейтинг
8175,97866,"Imposter, The (2012)",Documentary,Средний рейтинг
8176,97870,"Sessions, The (Surrogate, The) (2012)",Drama,Средний рейтинг
8177,97895,What Richard Did (2012),Drama,Средний рейтинг
8178,97913,Wreck-It Ralph (2012),Animation|Comedy,Средний рейтинг
8179,97921,Silver Linings Playbook (2012),Comedy|Drama,Средний рейтинг
8180,97923,Flight (2012),Drama,Средний рейтинг
8181,97936,Anna Karenina (2012),Drama,Средний рейтинг
8182,97938,Life of Pi (2012),Adventure|Drama|IMAX,Средний рейтинг
8183,97957,Excision (2012),Crime|Drama|Horror|Thriller,Высокий рейтинг
8184,97994,Union Square (2011),Drama,Средний рейтинг
8185,98000,Student of the Year (2012),Comedy|Romance,Средний рейтинг
8186,98056,Amour (2012),Drama|Romance,Средний рейтинг
8187,98083,Jackass 3.5 (2011),Comedy|Documentary,Средний рейтинг
8188,98122,Indie Game: The Movie (2012),Documentary,Средний рейтинг
8189,98124,"Batman: The Dark Knight Returns, Part 1 (2012)",Action|Animation|Sci-Fi,Высокий рейтинг
8190,98126,Capital (Le capital) (2012),Drama,Высокий рейтинг
8191,98154,Lincoln (2012),Drama|War,Средний рейтинг
8192,98160,Nature Calls (2012),Comedy,Низкий рейтинг
8193,98175,Vamps (2012),Comedy|Horror|Romance,Низкий рейтинг
8194,98230,10 Years (2011),Comedy|Drama|Romance,Средний рейтинг
8195,98243,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX,Средний рейтинг
8196,98279,"Fantastic Fear of Everything, A (2012)",Comedy,Средний рейтинг
8197,98296,Deadfall (2012),Crime|Drama|Thriller,Низкий рейтинг
8198,98369,Halo 4: Forward Unto Dawn (2012),Action|Sci-Fi|Thriller,Средний рейтинг
8199,98441,Rebecca of Sunnybrook Farm (1938),Children|Comedy|Drama|Musical,Средний рейтинг
8200,98458,Baby Take a Bow (1934),Children|Comedy|Drama,Низкий рейтинг
8201,98473,"Sleeping Car Murder, The (Compartiment tueurs) (1965)",Drama|Mystery|Thriller,Средний рейтинг
8202,98491,Paperman (2012),Animation|Comedy|Romance,Высокий рейтинг
8203,98585,Hitchcock (2012),Drama,Средний рейтинг
8204,98587,Caesar Must Die (Cesare deve morire) (2012),Drama,Высокий рейтинг
8205,98604,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),Animation|Drama|Romance,Средний рейтинг
8206,98607,Redline (2009),Action|Animation|Sci-Fi,Средний рейтинг
8207,98611,Just Around the Corner (1938),Comedy|Musical,Средний рейтинг
8208,98615,Burn Up! (1991),Action|Animation,Высокий рейтинг
8209,98795,Jazz (2001),Documentary,Средний рейтинг
8210,98803,Little Miss Broadway (1938),Drama|Musical,Средний рейтинг
8211,98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX,Средний рейтинг
8212,98829,"Evil Cult, The (Lord of the Wu Tang) (Yi tian tu long ji: Zhi mo jiao jiao zhu) (1993)",Action|Fantasy,Средний рейтинг
8213,98836,Hyde Park on Hudson (2012),Comedy|Drama,Низкий рейтинг
8214,98908,How to Make Love to a Woman (2010),Comedy|Romance,Низкий рейтинг
8215,98913,Violeta Went to Heaven (Violeta se fue a los cielos) (2011),Drama,Средний рейтинг
8216,98933,Yossi (Ha-Sippur Shel Yossi) (2012),Drama|Romance,Высокий рейтинг
8217,98961,Zero Dark Thirty (2012),Action|Drama|Thriller,Средний рейтинг
8218,98963,Neighbouring Sounds (O som ao redor) (2012),Drama|Thriller,Высокий рейтинг
8219,99005,Fire with Fire (2012),Action|Crime|Drama,Низкий рейтинг
8220,99007,Warm Bodies (2013),Comedy|Horror|Romance,Средний рейтинг
8221,99030,Wrong (2012),Comedy|Drama,Высокий рейтинг
8222,99085,Our Little Girl (1935),Comedy|Drama|Romance,Средний рейтинг
8223,99089,Poor Little Rich Girl (1936),Adventure|Musical|Romance,Средний рейтинг
8224,99106,"Guilt Trip, The (2012)",Comedy,Средний рейтинг
8225,99112,Jack Reacher (2012),Action|Crime|Thriller,Средний рейтинг
8226,99114,Django Unchained (2012),Action|Drama|Western,Средний рейтинг
8227,99117,This Is 40 (2012),Drama,Средний рейтинг
8228,99145,"Impossible, The (Imposible, Lo) (2012)",Drama|Thriller,Средний рейтинг
8229,99149,"Misérables, Les (2012)",Drama|Musical|Romance|IMAX,Средний рейтинг
8230,99220,Quartet (2012),Comedy|Drama,Средний рейтинг
8231,99270,Stand Up and Cheer! (1934),Comedy|Musical,Средний рейтинг
8232,99273,Stowaway (1936),Adventure|Musical,Средний рейтинг
8233,99276,Susannah of the Mounties (1939),Drama,Средний рейтинг
8234,99296,Would You Rather (2012),Horror|Thriller,Низкий рейтинг
8235,99320,Maximum Conviction (2012),Action|Adventure|Thriller,Низкий рейтинг
8236,99415,Parental Guidance (2012),Comedy,Низкий рейтинг
8237,99437,John Dies at the End (2012),Comedy|Fantasy|Horror,Средний рейтинг
8238,99468,"Central Park Five, The (2012)",Documentary,Средний рейтинг
8239,99470,"Collection, The (2012)",Action|Horror|Thriller,Низкий рейтинг
8240,99574,Promised Land (2012),Drama,Средний рейтинг
8241,99609,Judas Kiss (2011),Drama|Sci-Fi,Высокий рейтинг
8242,99615,Role/Play (2010),Drama,Средний рейтинг
8243,99669,Aftermath (1994),Horror,Средний рейтинг
8244,99675,Eat Sleep Die (Äta sova dö) (2012),Drama,Средний рейтинг
8245,99728,Gangster Squad (2013),Action|Crime|Drama,Средний рейтинг
8246,99741,"Company You Keep, The (2012)",Thriller,Средний рейтинг
8247,99764,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,Высокий рейтинг
8248,99795,Whores' Glory (2011),Documentary,Высокий рейтинг
8249,99811,Beware of Mr. Baker (2012),Documentary,Средний рейтинг
8250,99813,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation,Средний рейтинг
8251,99839,Paul Williams Still Alive (2011),Comedy|Documentary|Musical,Средний рейтинг
8252,99846,Everything or Nothing: The Untold Story of 007 (2012),Documentary,Средний рейтинг
8253,99912,Mama (2013),Horror,Средний рейтинг
8254,99917,Upstream Color (2013),Romance|Sci-Fi|Thriller,Низкий рейтинг
8255,99992,Shadow Dancer (2012),Crime|Drama|Thriller,Средний рейтинг
8256,100017,Keep the Lights On (2012),Drama,Средний рейтинг
8257,100032,Beauty Is Embarrassing (2012),Documentary,Низкий рейтинг
8258,100034,Girl Model (2011),Documentary,Средний рейтинг
8259,100083,Movie 43 (2013),Comedy,Низкий рейтинг
8260,100106,"Pervert's Guide to Ideology, The (2012)",Documentary,Высокий рейтинг
8261,100159,Sightseers (2012),Comedy,Средний рейтинг
8262,100163,Hansel & Gretel: Witch Hunters (2013),Action|Fantasy|Horror|IMAX,Средний рейтинг
8263,100226,Why Stop Now (2012),Comedy|Drama,Низкий рейтинг
8264,100272,Snow White (Blancanieves) (2012),Drama,Средний рейтинг
8265,100304,"Liability, The (2012)",Action|Thriller,Средний рейтинг
8266,100306,Angst  (1983),Drama|Horror,Средний рейтинг
8267,100326,Stand Up Guys (2012),Comedy|Crime,Средний рейтинг
8268,100365,Call Me Kuchu (2012),Documentary,Средний рейтинг
8269,100383,Side Effects (2013),Crime|Drama|Mystery|Thriller,Средний рейтинг
8270,100390,Identity Thief (2013),Comedy|Crime,Низкий рейтинг
8271,100450,Battlestar Galactica: Blood & Chrome (2012),Sci-Fi,Средний рейтинг
8272,100487,Beautiful Creatures (2013),Drama|Fantasy|Romance,Средний рейтинг
8273,100498,"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX,Низкий рейтинг
8274,100517,"World Before Her, The (2012)",Documentary,Средний рейтинг
8275,100527,Safe Haven (2013),Drama|Mystery|Romance,Средний рейтинг
8276,100553,Frozen Planet (2011),Documentary,Высокий рейтинг
8277,100556,"Act of Killing, The (2012)",Documentary,Высокий рейтинг
8278,100581,Room 237 (2012),Documentary,Средний рейтинг
8279,100714,Before Midnight (2013),Drama|Romance,Средний рейтинг
8280,100745,TPB AFK: The Pirate Bay Away from Keyboard (2013),Documentary,Средний рейтинг
8281,100843,Oh Boy (A Coffee in Berlin) (2012),Comedy|Drama,Высокий рейтинг
8282,101025,Jack the Giant Slayer (2013),Adventure|Fantasy|IMAX,Средний рейтинг
8283,101070,Wadjda (2012),Drama,Средний рейтинг
8284,101076,G.I. Joe: Retaliation (2013),Action|Adventure|Sci-Fi|Thriller|IMAX,Средний рейтинг
8285,101088,Stoker (2013),Drama|Mystery|Thriller,Низкий рейтинг
8286,101106,Sound City (2013),Documentary,Средний рейтинг
8287,101112,Oz the Great and Powerful (2013),Action|Adventure|Fantasy|IMAX,Низкий рейтинг
8288,101142,"Croods, The (2013)",Adventure|Animation|Comedy,Средний рейтинг
